Category,Item,Age,Year,Value
Entertainment,"Pets, toys, and playground equipment",0 to 25,2007,243
Entertainment,"Pets, toys, and playground equipment",0 to 25,2008,380
Entertainment,"Pets, toys, and playground equipment",0 to 25,2009,295
Entertainment,"Pets, toys, and playground equipment",0 to 25,2010,232
Entertainment,"Pets, toys, and playground equipment",0 to 25,2011,333
Entertainment,"Pets, toys, and playground equipment",0 to 25,2012,261
Entertainment,"Pets, toys, and playground equipment",25 and 34,2003,403
Entertainment,"Pets, toys, and playground equipment",25 and 34,2004,404
Entertainment,"Pets, toys, and playground equipment",25 and 34,2005,443
Entertainment,"Pets, toys, and playground equipment",25 and 34,2006,408
Entertainment,"Pets, toys, and playground equipment",25 and 34,2007,480
Entertainment,"Pets, toys, and playground equipment",25 and 34,2008,696
Entertainment,"Pets, toys, and playground equipment",25 and 34,2009,546
Entertainment,"Pets, toys, and playground equipment",25 and 34,2010,480
Entertainment,"Pets, toys, and playground equipment",25 and 34,2011,599
Entertainment,"Pets, toys, and playground equipment",25 and 34,2012,571
Entertainment,"Pets, toys, and playground equipment",35 and 44,2003,438
Entertainment,"Pets, toys, and playground equipment",35 and 44,2004,460
Entertainment,"Pets, toys, and playground equipment",35 and 44,2005,468
Entertainment,"Pets, toys, and playground equipment",35 and 44,2006,497
Entertainment,"Pets, toys, and playground equipment",35 and 44,2007,730
Entertainment,"Pets, toys, and playground equipment",35 and 44,2008,992
Entertainment,"Pets, toys, and playground equipment",35 and 44,2009,816
Entertainment,"Pets, toys, and playground equipment",35 and 44,2010,716
Entertainment,"Pets, toys, and playground equipment",35 and 44,2011,643
Entertainment,"Pets, toys, and playground equipment",35 and 44,2012,690
Entertainment,"Pets, toys, and playground equipment",45 and 54,2003,450
Entertainment,"Pets, toys, and playground equipment",45 and 54,2004,477
Entertainment,"Pets, toys, and playground equipment",45 and 54,2005,539
Entertainment,"Pets, toys, and playground equipment",45 and 54,2006,497
Entertainment,"Pets, toys, and playground equipment",45 and 54,2007,711
Entertainment,"Pets, toys, and playground equipment",45 and 54,2008,787
Entertainment,"Pets, toys, and playground equipment",45 and 54,2009,855
Entertainment,"Pets, toys, and playground equipment",45 and 54,2010,736
Entertainment,"Pets, toys, and playground equipment",45 and 54,2011,744
Entertainment,"Pets, toys, and playground equipment",45 and 54,2012,733
Entertainment,"Pets, toys, and playground equipment",55 and 64,2003,381
Entertainment,"Pets, toys, and playground equipment",55 and 64,2004,428
Entertainment,"Pets, toys, and playground equipment",55 and 64,2005,526
Entertainment,"Pets, toys, and playground equipment",55 and 64,2006,480
Entertainment,"Pets, toys, and playground equipment",55 and 64,2007,653
Entertainment,"Pets, toys, and playground equipment",55 and 64,2008,728
Entertainment,"Pets, toys, and playground equipment",55 and 64,2009,777
Entertainment,"Pets, toys, and playground equipment",55 and 64,2010,705
Entertainment,"Pets, toys, and playground equipment",55 and 64,2011,759
Entertainment,"Pets, toys, and playground equipment",55 and 64,2012,844
Entertainment,"Pets, toys, and playground equipment",65 and 74,2003,451
Entertainment,"Pets, toys, and playground equipment",65 and 74,2004,261
Entertainment,"Pets, toys, and playground equipment",65 and 74,2005,327
Entertainment,"Pets, toys, and playground equipment",65 and 74,2006,344
Entertainment,"Pets, toys, and playground equipment",65 and 74,2007,429
Entertainment,"Pets, toys, and playground equipment",65 and 74,2008,574
Entertainment,"Pets, toys, and playground equipment",65 and 74,2009,775
Entertainment,"Pets, toys, and playground equipment",65 and 74,2010,702
Entertainment,"Pets, toys, and playground equipment",65 and 74,2011,626
Entertainment,"Pets, toys, and playground equipment",65 and 74,2012,704
Entertainment,"Pets, toys, and playground equipment",75 and over,2003,159
Entertainment,"Pets, toys, and playground equipment",75 and over,2004,147
Entertainment,"Pets, toys, and playground equipment",75 and over,2005,137
Entertainment,"Pets, toys, and playground equipment",75 and over,2006,163
Entertainment,"Pets, toys, and playground equipment",75 and over,2007,239
Entertainment,"Pets, toys, and playground equipment",75 and over,2008,266
Entertainment,"Pets, toys, and playground equipment",75 and over,2009,367
Entertainment,"Pets, toys, and playground equipment",75 and over,2010,294
Entertainment,"Pets, toys, and playground equipment",75 and over,2011,380
Entertainment,"Pets, toys, and playground equipment",75 and over,2012,368
Housing,Telephone services,0 to 25,2003,616
Housing,Telephone services,0 to 25,2004,642
Housing,Telephone services,0 to 25,2005,744
Housing,Telephone services,0 to 25,2006,722
Housing,Telephone services,0 to 25,2007,744
Housing,Telephone services,0 to 25,2008,732
Housing,Telephone services,0 to 25,2009,758
Housing,Telephone services,0 to 25,2010,713
Housing,Telephone services,0 to 25,2011,777
Housing,Telephone services,0 to 25,2012,764
Housing,Telephone services,25 and 34,2003,1001
Housing,Telephone services,25 and 34,2004,1028
Housing,Telephone services,25 and 34,2005,1099
Housing,Telephone services,25 and 34,2006,1129
Housing,Telephone services,25 and 34,2007,1094
Housing,Telephone services,25 and 34,2008,1120
Housing,Telephone services,25 and 34,2009,1142
Housing,Telephone services,25 and 34,2010,1160
Housing,Telephone services,25 and 34,2011,1219
Housing,Telephone services,25 and 34,2012,1190
Housing,Telephone services,35 and 44,2003,1097
Housing,Telephone services,35 and 44,2004,1145
Housing,Telephone services,35 and 44,2005,1208
Housing,Telephone services,35 and 44,2006,1271
Housing,Telephone services,35 and 44,2007,1295
Housing,Telephone services,35 and 44,2008,1315
Housing,Telephone services,35 and 44,2009,1372
Housing,Telephone services,35 and 44,2010,1364
Housing,Telephone services,35 and 44,2011,1394
Housing,Telephone services,35 and 44,2012,1455
Housing,Telephone services,45 and 54,2003,1156
Housing,Telephone services,45 and 54,2004,1178
Housing,Telephone services,45 and 54,2005,1229
Housing,Telephone services,45 and 54,2006,1269
Housing,Telephone services,45 and 54,2007,1330
Housing,Telephone services,45 and 54,2008,1360
Housing,Telephone services,45 and 54,2009,1398
Housing,Telephone services,45 and 54,2010,1428
Housing,Telephone services,45 and 54,2011,1502
Housing,Telephone services,45 and 54,2012,1519
Housing,Telephone services,55 and 64,2003,981
Housing,Telephone services,55 and 64,2004,1040
Housing,Telephone services,55 and 64,2005,1077
Housing,Telephone services,55 and 64,2006,1115
Housing,Telephone services,55 and 64,2007,1135
Housing,Telephone services,55 and 64,2008,1148
Housing,Telephone services,55 and 64,2009,1179
Housing,Telephone services,55 and 64,2010,1224
Housing,Telephone services,55 and 64,2011,1275
Housing,Telephone services,55 and 64,2012,1319
Housing,Telephone services,65 and 74,2003,773
Housing,Telephone services,65 and 74,2004,815
Housing,Telephone services,65 and 74,2005,845
Housing,Telephone services,65 and 74,2006,889
Housing,Telephone services,65 and 74,2007,946
Housing,Telephone services,65 and 74,2008,947
Housing,Telephone services,65 and 74,2009,1003
Housing,Telephone services,65 and 74,2010,1001
Housing,Telephone services,65 and 74,2011,1060
Housing,Telephone services,65 and 74,2012,1049
Housing,Telephone services,75 and over,2003,572
Housing,Telephone services,75 and over,2004,579
Housing,Telephone services,75 and over,2005,619
Housing,Telephone services,75 and over,2006,645
Housing,Telephone services,75 and over,2007,659
Housing,Telephone services,75 and over,2008,688
Housing,Telephone services,75 and over,2009,700
Housing,Telephone services,75 and over,2010,751
Housing,Telephone services,75 and over,2011,756
Housing,Telephone services,75 and over,2012,775
Food,Pork,0 to 25,2003,88
Food,Pork,0 to 25,2004,95
Food,Pork,0 to 25,2005,79
Food,Pork,0 to 25,2006,89
Food,Pork,0 to 25,2007,84
Food,Pork,0 to 25,2008,108
Food,Pork,0 to 25,2009,130
Food,Pork,0 to 25,2010,83
Food,Pork,0 to 25,2011,96
Food,Pork,0 to 25,2012,110
Food,Pork,25 and 34,2003,142
Food,Pork,25 and 34,2004,161
Food,Pork,25 and 34,2005,121
Food,Pork,25 and 34,2006,141
Food,Pork,25 and 34,2007,127
Food,Pork,25 and 34,2008,137
Food,Pork,25 and 34,2009,147
Food,Pork,25 and 34,2010,124
Food,Pork,25 and 34,2011,133
Food,Pork,25 and 34,2012,145
Food,Pork,35 and 44,2003,188
Food,Pork,35 and 44,2004,204
Food,Pork,35 and 44,2005,199
Food,Pork,35 and 44,2006,186
Food,Pork,35 and 44,2007,185
Food,Pork,35 and 44,2008,196
Food,Pork,35 and 44,2009,198
Food,Pork,35 and 44,2010,172
Food,Pork,35 and 44,2011,200
Food,Pork,35 and 44,2012,198
Food,Pork,45 and 54,2003,208
Food,Pork,45 and 54,2004,222
Food,Pork,45 and 54,2005,179
Food,Pork,45 and 54,2006,193
Food,Pork,45 and 54,2007,173
Food,Pork,45 and 54,2008,187
Food,Pork,45 and 54,2009,196
Food,Pork,45 and 54,2010,182
Food,Pork,45 and 54,2011,178
Food,Pork,45 and 54,2012,195
Food,Pork,55 and 64,2003,192
Food,Pork,55 and 64,2004,203
Food,Pork,55 and 64,2005,167
Food,Pork,55 and 64,2006,158
Food,Pork,55 and 64,2007,147
Food,Pork,55 and 64,2008,166
Food,Pork,55 and 64,2009,166
Food,Pork,55 and 64,2010,153
Food,Pork,55 and 64,2011,183
Food,Pork,55 and 64,2012,175
Food,Pork,65 and 74,2003,165
Food,Pork,65 and 74,2004,173
Food,Pork,65 and 74,2005,152
Food,Pork,65 and 74,2006,157
Food,Pork,65 and 74,2007,166
Food,Pork,65 and 74,2008,173
Food,Pork,65 and 74,2009,168
Food,Pork,65 and 74,2010,154
Food,Pork,65 and 74,2011,162
Food,Pork,65 and 74,2012,167
Food,Pork,75 and over,2003,147
Food,Pork,75 and over,2004,122
Food,Pork,75 and over,2005,98
Food,Pork,75 and over,2006,95
Food,Pork,75 and over,2007,102
Food,Pork,75 and over,2008,113
Food,Pork,75 and over,2009,120
Food,Pork,75 and over,2010,110
Food,Pork,75 and over,2011,110
Food,Pork,75 and over,2012,103
Housing,Postage and stationery,0 to 25,2003,51
Housing,Postage and stationery,0 to 25,2004,64
Housing,Postage and stationery,0 to 25,2005,69
Housing,Postage and stationery,0 to 25,2006,64
Housing,Postage and stationery,0 to 25,2007,60
Housing,Postage and stationery,0 to 25,2008,66
Housing,Postage and stationery,0 to 25,2009,49
Housing,Postage and stationery,0 to 25,2010,34
Housing,Postage and stationery,0 to 25,2011,46
Housing,Postage and stationery,0 to 25,2012,59
Housing,Postage and stationery,25 and 34,2003,111
Housing,Postage and stationery,25 and 34,2004,134
Housing,Postage and stationery,25 and 34,2005,123
Housing,Postage and stationery,25 and 34,2006,111
Housing,Postage and stationery,25 and 34,2007,127
Housing,Postage and stationery,25 and 34,2008,150
Housing,Postage and stationery,25 and 34,2009,111
Housing,Postage and stationery,25 and 34,2010,93
Housing,Postage and stationery,25 and 34,2011,72
Housing,Postage and stationery,25 and 34,2012,106
Housing,Postage and stationery,35 and 44,2003,137
Housing,Postage and stationery,35 and 44,2004,169
Housing,Postage and stationery,35 and 44,2005,170
Housing,Postage and stationery,35 and 44,2006,159
Housing,Postage and stationery,35 and 44,2007,125
Housing,Postage and stationery,35 and 44,2008,126
Housing,Postage and stationery,35 and 44,2009,139
Housing,Postage and stationery,35 and 44,2010,148
Housing,Postage and stationery,35 and 44,2011,125
Housing,Postage and stationery,35 and 44,2012,131
Housing,Postage and stationery,45 and 54,2003,151
Housing,Postage and stationery,45 and 54,2004,183
Housing,Postage and stationery,45 and 54,2005,174
Housing,Postage and stationery,45 and 54,2006,198
Housing,Postage and stationery,45 and 54,2007,198
Housing,Postage and stationery,45 and 54,2008,161
Housing,Postage and stationery,45 and 54,2009,152
Housing,Postage and stationery,45 and 54,2010,140
Housing,Postage and stationery,45 and 54,2011,157
Housing,Postage and stationery,45 and 54,2012,141
Housing,Postage and stationery,55 and 64,2003,171
Housing,Postage and stationery,55 and 64,2004,181
Housing,Postage and stationery,55 and 64,2005,203
Housing,Postage and stationery,55 and 64,2006,205
Housing,Postage and stationery,55 and 64,2007,197
Housing,Postage and stationery,55 and 64,2008,190
Housing,Postage and stationery,55 and 64,2009,178
Housing,Postage and stationery,55 and 64,2010,157
Housing,Postage and stationery,55 and 64,2011,169
Housing,Postage and stationery,55 and 64,2012,165
Housing,Postage and stationery,65 and 74,2003,154
Housing,Postage and stationery,65 and 74,2004,162
Housing,Postage and stationery,65 and 74,2005,195
Housing,Postage and stationery,65 and 74,2006,176
Housing,Postage and stationery,65 and 74,2007,175
Housing,Postage and stationery,65 and 74,2008,232
Housing,Postage and stationery,65 and 74,2009,169
Housing,Postage and stationery,65 and 74,2010,173
Housing,Postage and stationery,65 and 74,2011,168
Housing,Postage and stationery,65 and 74,2012,178
Housing,Postage and stationery,75 and over,2003,116
Housing,Postage and stationery,75 and over,2004,136
Housing,Postage and stationery,75 and over,2005,116
Housing,Postage and stationery,75 and over,2006,128
Housing,Postage and stationery,75 and over,2007,123
Housing,Postage and stationery,75 and over,2008,141
Housing,Postage and stationery,75 and over,2009,166
Housing,Postage and stationery,75 and over,2010,130
Housing,Postage and stationery,75 and over,2011,126
Housing,Postage and stationery,75 and over,2012,136
Food,Poultry,0 to 25,2003,85
Food,Poultry,0 to 25,2004,101
Food,Poultry,0 to 25,2005,83
Food,Poultry,0 to 25,2006,80
Food,Poultry,0 to 25,2007,90
Food,Poultry,0 to 25,2008,112
Food,Poultry,0 to 25,2009,120
Food,Poultry,0 to 25,2010,84
Food,Poultry,0 to 25,2011,122
Food,Poultry,0 to 25,2012,114
Food,Poultry,25 and 34,2003,151
Food,Poultry,25 and 34,2004,154
Food,Poultry,25 and 34,2005,137
Food,Poultry,25 and 34,2006,143
Food,Poultry,25 and 34,2007,138
Food,Poultry,25 and 34,2008,152
Food,Poultry,25 and 34,2009,160
Food,Poultry,25 and 34,2010,152
Food,Poultry,25 and 34,2011,154
Food,Poultry,25 and 34,2012,163
Food,Poultry,35 and 44,2003,174
Food,Poultry,35 and 44,2004,182
Food,Poultry,35 and 44,2005,170
Food,Poultry,35 and 44,2006,185
Food,Poultry,35 and 44,2007,179
Food,Poultry,35 and 44,2008,197
Food,Poultry,35 and 44,2009,188
Food,Poultry,35 and 44,2010,168
Food,Poultry,35 and 44,2011,190
Food,Poultry,35 and 44,2012,180
Food,Poultry,45 and 54,2003,171
Food,Poultry,45 and 54,2004,196
Food,Poultry,45 and 54,2005,162
Food,Poultry,45 and 54,2006,159
Food,Poultry,45 and 54,2007,173
Food,Poultry,45 and 54,2008,195
Food,Poultry,45 and 54,2009,177
Food,Poultry,45 and 54,2010,174
Food,Poultry,45 and 54,2011,182
Food,Poultry,45 and 54,2012,207
Food,Poultry,55 and 64,2003,142
Food,Poultry,55 and 64,2004,156
Food,Poultry,55 and 64,2005,134
Food,Poultry,55 and 64,2006,139
Food,Poultry,55 and 64,2007,134
Food,Poultry,55 and 64,2008,153
Food,Poultry,55 and 64,2009,147
Food,Poultry,55 and 64,2010,123
Food,Poultry,55 and 64,2011,152
Food,Poultry,55 and 64,2012,159
Food,Poultry,65 and 74,2003,114
Food,Poultry,65 and 74,2004,123
Food,Poultry,65 and 74,2005,104
Food,Poultry,65 and 74,2006,110
Food,Poultry,65 and 74,2007,125
Food,Poultry,65 and 74,2008,131
Food,Poultry,65 and 74,2009,121
Food,Poultry,65 and 74,2010,107
Food,Poultry,65 and 74,2011,119
Food,Poultry,65 and 74,2012,123
Food,Poultry,75 and over,2003,94
Food,Poultry,75 and over,2004,93
Food,Poultry,75 and over,2005,65
Food,Poultry,75 and over,2006,80
Food,Poultry,75 and over,2007,73
Food,Poultry,75 and over,2008,89
Food,Poultry,75 and over,2009,100
Food,Poultry,75 and over,2010,79
Food,Poultry,75 and over,2011,95
Food,Poultry,75 and over,2012,92
Food,Processed fruits,0 to 25,2003,66
Food,Processed fruits,0 to 25,2004,64
Food,Processed fruits,0 to 25,2005,69
Food,Processed fruits,0 to 25,2006,68
Food,Processed fruits,0 to 25,2007,66
Food,Processed fruits,0 to 25,2008,78
Food,Processed fruits,0 to 25,2009,86
Food,Processed fruits,0 to 25,2010,68
Food,Processed fruits,0 to 25,2011,80
Food,Processed fruits,0 to 25,2012,77
Food,Processed fruits,25 and 34,2003,104
Food,Processed fruits,25 and 34,2004,110
Food,Processed fruits,25 and 34,2005,91
Food,Processed fruits,25 and 34,2006,109
Food,Processed fruits,25 and 34,2007,111
Food,Processed fruits,25 and 34,2008,103
Food,Processed fruits,25 and 34,2009,114
Food,Processed fruits,25 and 34,2010,102
Food,Processed fruits,25 and 34,2011,107
Food,Processed fruits,25 and 34,2012,112
Food,Processed fruits,35 and 44,2003,123
Food,Processed fruits,35 and 44,2004,122
Food,Processed fruits,35 and 44,2005,132
Food,Processed fruits,35 and 44,2006,131
Food,Processed fruits,35 and 44,2007,125
Food,Processed fruits,35 and 44,2008,132
Food,Processed fruits,35 and 44,2009,135
Food,Processed fruits,35 and 44,2010,134
Food,Processed fruits,35 and 44,2011,143
Food,Processed fruits,35 and 44,2012,124
Food,Processed fruits,45 and 54,2003,122
Food,Processed fruits,45 and 54,2004,126
Food,Processed fruits,45 and 54,2005,114
Food,Processed fruits,45 and 54,2006,118
Food,Processed fruits,45 and 54,2007,123
Food,Processed fruits,45 and 54,2008,140
Food,Processed fruits,45 and 54,2009,136
Food,Processed fruits,45 and 54,2010,134
Food,Processed fruits,45 and 54,2011,128
Food,Processed fruits,45 and 54,2012,135
Food,Processed fruits,55 and 64,2003,115
Food,Processed fruits,55 and 64,2004,108
Food,Processed fruits,55 and 64,2005,104
Food,Processed fruits,55 and 64,2006,107
Food,Processed fruits,55 and 64,2007,113
Food,Processed fruits,55 and 64,2008,111
Food,Processed fruits,55 and 64,2009,105
Food,Processed fruits,55 and 64,2010,112
Food,Processed fruits,55 and 64,2011,107
Food,Processed fruits,55 and 64,2012,111
Food,Processed fruits,65 and 74,2003,99
Food,Processed fruits,65 and 74,2004,97
Food,Processed fruits,65 and 74,2005,106
Food,Processed fruits,65 and 74,2006,103
Food,Processed fruits,65 and 74,2007,113
Food,Processed fruits,65 and 74,2008,110
Food,Processed fruits,65 and 74,2009,107
Food,Processed fruits,65 and 74,2010,99
Food,Processed fruits,65 and 74,2011,111
Food,Processed fruits,65 and 74,2012,100
Food,Processed fruits,75 and over,2003,92
Food,Processed fruits,75 and over,2004,100
Food,Processed fruits,75 and over,2005,96
Food,Processed fruits,75 and over,2006,84
Food,Processed fruits,75 and over,2007,99
Food,Processed fruits,75 and over,2008,101
Food,Processed fruits,75 and over,2009,110
Food,Processed fruits,75 and over,2010,93
Food,Processed fruits,75 and over,2011,99
Food,Processed fruits,75 and over,2012,103
Food,Processed vegetables,0 to 25,2003,44
Food,Processed vegetables,0 to 25,2004,44
Food,Processed vegetables,0 to 25,2005,51
Food,Processed vegetables,0 to 25,2006,53
Food,Processed vegetables,0 to 25,2007,58
Food,Processed vegetables,0 to 25,2008,63
Food,Processed vegetables,0 to 25,2009,67
Food,Processed vegetables,0 to 25,2010,77
Food,Processed vegetables,0 to 25,2011,83
Food,Processed vegetables,0 to 25,2012,89
Food,Processed vegetables,25 and 34,2003,77
Food,Processed vegetables,25 and 34,2004,77
Food,Processed vegetables,25 and 34,2005,82
Food,Processed vegetables,25 and 34,2006,86
Food,Processed vegetables,25 and 34,2007,87
Food,Processed vegetables,25 and 34,2008,98
Food,Processed vegetables,25 and 34,2009,106
Food,Processed vegetables,25 and 34,2010,113
Food,Processed vegetables,25 and 34,2011,115
Food,Processed vegetables,25 and 34,2012,126
Food,Processed vegetables,35 and 44,2003,93
Food,Processed vegetables,35 and 44,2004,94
Food,Processed vegetables,35 and 44,2005,111
Food,Processed vegetables,35 and 44,2006,114
Food,Processed vegetables,35 and 44,2007,105
Food,Processed vegetables,35 and 44,2008,125
Food,Processed vegetables,35 and 44,2009,126
Food,Processed vegetables,35 and 44,2010,146
Food,Processed vegetables,35 and 44,2011,154
Food,Processed vegetables,35 and 44,2012,144
Food,Processed vegetables,45 and 54,2003,96
Food,Processed vegetables,45 and 54,2004,99
Food,Processed vegetables,45 and 54,2005,98
Food,Processed vegetables,45 and 54,2006,106
Food,Processed vegetables,45 and 54,2007,112
Food,Processed vegetables,45 and 54,2008,128
Food,Processed vegetables,45 and 54,2009,118
Food,Processed vegetables,45 and 54,2010,159
Food,Processed vegetables,45 and 54,2011,144
Food,Processed vegetables,45 and 54,2012,159
Food,Processed vegetables,55 and 64,2003,97
Food,Processed vegetables,55 and 64,2004,80
Food,Processed vegetables,55 and 64,2005,97
Food,Processed vegetables,55 and 64,2006,101
Food,Processed vegetables,55 and 64,2007,102
Food,Processed vegetables,55 and 64,2008,107
Food,Processed vegetables,55 and 64,2009,111
Food,Processed vegetables,55 and 64,2010,119
Food,Processed vegetables,55 and 64,2011,125
Food,Processed vegetables,55 and 64,2012,130
Food,Processed vegetables,65 and 74,2003,84
Food,Processed vegetables,65 and 74,2004,77
Food,Processed vegetables,65 and 74,2005,83
Food,Processed vegetables,65 and 74,2006,93
Food,Processed vegetables,65 and 74,2007,99
Food,Processed vegetables,65 and 74,2008,97
Food,Processed vegetables,65 and 74,2009,113
Food,Processed vegetables,65 and 74,2010,102
Food,Processed vegetables,65 and 74,2011,128
Food,Processed vegetables,65 and 74,2012,121
Food,Processed vegetables,75 and over,2003,68
Food,Processed vegetables,75 and over,2004,62
Food,Processed vegetables,75 and over,2005,61
Food,Processed vegetables,75 and over,2006,65
Food,Processed vegetables,75 and over,2007,67
Food,Processed vegetables,75 and over,2008,80
Food,Processed vegetables,75 and over,2009,91
Food,Processed vegetables,75 and over,2010,91
Food,Processed vegetables,75 and over,2011,100
Food,Processed vegetables,75 and over,2012,88
Transportation,Public transportation,0 to 25,2003,187
Transportation,Public transportation,0 to 25,2004,214
Transportation,Public transportation,0 to 25,2005,191
Transportation,Public transportation,0 to 25,2006,221
Transportation,Public transportation,0 to 25,2007,310
Transportation,Public transportation,0 to 25,2008,229
Transportation,Public transportation,0 to 25,2009,234
Transportation,Public transportation,0 to 25,2010,275
Transportation,Public transportation,0 to 25,2011,300
Transportation,Public transportation,0 to 25,2012,291
Transportation,Public transportation,25 and 34,2003,340
Transportation,Public transportation,25 and 34,2004,366
Transportation,Public transportation,25 and 34,2005,366
Transportation,Public transportation,25 and 34,2006,448
Transportation,Public transportation,25 and 34,2007,396
Transportation,Public transportation,25 and 34,2008,416
Transportation,Public transportation,25 and 34,2009,487
Transportation,Public transportation,25 and 34,2010,434
Transportation,Public transportation,25 and 34,2011,529
Transportation,Public transportation,25 and 34,2012,489
Transportation,Public transportation,35 and 44,2003,411
Transportation,Public transportation,35 and 44,2004,435
Transportation,Public transportation,35 and 44,2005,490
Transportation,Public transportation,35 and 44,2006,559
Transportation,Public transportation,35 and 44,2007,540
Transportation,Public transportation,35 and 44,2008,530
Transportation,Public transportation,35 and 44,2009,549
Transportation,Public transportation,35 and 44,2010,545
Transportation,Public transportation,35 and 44,2011,513
Transportation,Public transportation,35 and 44,2012,506
Transportation,Public transportation,45 and 54,2003,476
Transportation,Public transportation,45 and 54,2004,512
Transportation,Public transportation,45 and 54,2005,576
Transportation,Public transportation,45 and 54,2006,616
Transportation,Public transportation,45 and 54,2007,661
Transportation,Public transportation,45 and 54,2008,628
Transportation,Public transportation,45 and 54,2009,579
Transportation,Public transportation,45 and 54,2010,616
Transportation,Public transportation,45 and 54,2011,626
Transportation,Public transportation,45 and 54,2012,640
Transportation,Public transportation,55 and 64,2003,495
Transportation,Public transportation,55 and 64,2004,606
Transportation,Public transportation,55 and 64,2005,537
Transportation,Public transportation,55 and 64,2006,584
Transportation,Public transportation,55 and 64,2007,763
Transportation,Public transportation,55 and 64,2008,638
Transportation,Public transportation,55 and 64,2009,535
Transportation,Public transportation,55 and 64,2010,548
Transportation,Public transportation,55 and 64,2011,579
Transportation,Public transportation,55 and 64,2012,691
Transportation,Public transportation,65 and 74,2003,370
Transportation,Public transportation,65 and 74,2004,524
Transportation,Public transportation,65 and 74,2005,467
Transportation,Public transportation,65 and 74,2006,471
Transportation,Public transportation,65 and 74,2007,569
Transportation,Public transportation,65 and 74,2008,513
Transportation,Public transportation,65 and 74,2009,376
Transportation,Public transportation,65 and 74,2010,483
Transportation,Public transportation,65 and 74,2011,543
Transportation,Public transportation,65 and 74,2012,585
Transportation,Public transportation,75 and over,2003,226
Transportation,Public transportation,75 and over,2004,280
Transportation,Public transportation,75 and over,2005,256
Transportation,Public transportation,75 and over,2006,354
Transportation,Public transportation,75 and over,2007,262
Transportation,Public transportation,75 and over,2008,382
Transportation,Public transportation,75 and over,2009,297
Transportation,Public transportation,75 and over,2010,288
Transportation,Public transportation,75 and over,2011,260
Transportation,Public transportation,75 and over,2012,332
Reading,Reading,0 to 25,2003,53
Reading,Reading,0 to 25,2004,51
Reading,Reading,0 to 25,2005,49
Reading,Reading,0 to 25,2006,46
Reading,Reading,0 to 25,2007,51
Reading,Reading,0 to 25,2008,48
Reading,Reading,0 to 25,2009,42
Reading,Reading,0 to 25,2010,39
Reading,Reading,0 to 25,2011,45
Reading,Reading,0 to 25,2012,44
Reading,Reading,25 and 34,2003,99
Reading,Reading,25 and 34,2004,94
Reading,Reading,25 and 34,2005,89
Reading,Reading,25 and 34,2006,82
Reading,Reading,25 and 34,2007,72
Reading,Reading,25 and 34,2008,79
Reading,Reading,25 and 34,2009,69
Reading,Reading,25 and 34,2010,61
Reading,Reading,25 and 34,2011,74
Reading,Reading,25 and 34,2012,72
Reading,Reading,35 and 44,2003,114
Reading,Reading,35 and 44,2004,123
Reading,Reading,35 and 44,2005,121
Reading,Reading,35 and 44,2006,112
Reading,Reading,35 and 44,2007,107
Reading,Reading,35 and 44,2008,102
Reading,Reading,35 and 44,2009,85
Reading,Reading,35 and 44,2010,80
Reading,Reading,35 and 44,2011,100
Reading,Reading,35 and 44,2012,93
Reading,Reading,45 and 54,2003,150
Reading,Reading,45 and 54,2004,149
Reading,Reading,45 and 54,2005,143
Reading,Reading,45 and 54,2006,133
Reading,Reading,45 and 54,2007,137
Reading,Reading,45 and 54,2008,124
Reading,Reading,45 and 54,2009,119
Reading,Reading,45 and 54,2010,104
Reading,Reading,45 and 54,2011,113
Reading,Reading,45 and 54,2012,118
Reading,Reading,55 and 64,2003,168
Reading,Reading,55 and 64,2004,177
Reading,Reading,55 and 64,2005,167
Reading,Reading,55 and 64,2006,147
Reading,Reading,55 and 64,2007,151
Reading,Reading,55 and 64,2008,157
Reading,Reading,55 and 64,2009,147
Reading,Reading,55 and 64,2010,126
Reading,Reading,55 and 64,2011,149
Reading,Reading,55 and 64,2012,133
Reading,Reading,65 and 74,2003,149
Reading,Reading,65 and 74,2004,158
Reading,Reading,65 and 74,2005,154
Reading,Reading,65 and 74,2006,143
Reading,Reading,65 and 74,2007,151
Reading,Reading,65 and 74,2008,152
Reading,Reading,65 and 74,2009,154
Reading,Reading,65 and 74,2010,147
Reading,Reading,65 and 74,2011,163
Reading,Reading,65 and 74,2012,148
Reading,Reading,75 and over,2003,134
Reading,Reading,75 and over,2004,135
Reading,Reading,75 and over,2005,132
Reading,Reading,75 and over,2006,129
Reading,Reading,75 and over,2007,136
Reading,Reading,75 and over,2008,132
Reading,Reading,75 and over,2009,134
Reading,Reading,75 and over,2010,135
Reading,Reading,75 and over,2011,148
Reading,Reading,75 and over,2012,136
Housing,Rented dwellings,0 to 25,2003,3593
Housing,Rented dwellings,0 to 25,2004,3647
Housing,Rented dwellings,0 to 25,2005,4085
Housing,Rented dwellings,0 to 25,2006,4315
Housing,Rented dwellings,0 to 25,2007,4649
Housing,Rented dwellings,0 to 25,2008,4940
Housing,Rented dwellings,0 to 25,2009,4885
Housing,Rented dwellings,0 to 25,2010,4813
Housing,Rented dwellings,0 to 25,2011,5111
Housing,Rented dwellings,0 to 25,2012,5748
Housing,Rented dwellings,25 and 34,2003,3835
Housing,Rented dwellings,25 and 34,2004,3802
Housing,Rented dwellings,25 and 34,2005,4043
Housing,Rented dwellings,25 and 34,2006,4286
Housing,Rented dwellings,25 and 34,2007,4288
